FECHA;MINERAL SAG1;MINERAL SAG2
28-01-20 23:00;2521.02417;1.464888453
29-01-20 00:00;0;1.464888453
29-01-20 01:00;2563.048096;1.55644393
29-01-20 02:00;2930.991455;1.55644393
29-01-20 03:00;2654.04834;1.55644393
29-01-20 04:00;2730.002686;1.55644393
29-01-20 05:00;2560.039063;1.464888453
29-01-20 06:00;1716.031372;1.55644393
29-01-20 07:00;2745.04834;1.55644393
29-01-20 08:00;2543.021973;1.647999525
29-01-20 09:00;2513.968262;1.55644393
29-01-20 10:00;2292.019531;1.373332977
29-01-20 11:00;2265.974854;1.464888453
29-01-20 12:00;1884.02356;1.373332977
29-01-20 13:00;0;1.281777382
29-01-20 14:00;1683.03479;1.373332977
29-01-20 15:00;1857.045166;1.281777382
29-01-20 16:00;2872.988037;1.281777382
29-01-20 17:00;2858.97998;1.190221906
29-01-20 18:00;597.9857788;1.281777382
29-01-20 19:00;2866.969727;1.373332977
29-01-20 20:00;2485.018555;1.373332977
29-01-20 21:00;2846.009766;1.464888453
29-01-20 22:00;1597.015259;1.464888453
29-01-20 23:00;2260.994385;1.464888453
30-01-20 00:00;1506.949097;1.55644393
30-01-20 01:00;2099.954102;1.647999525
30-01-20 02:00;2417.987549;1.55644393
30-01-20 03:00;2971.043945;1.55644393
30-01-20 04:00;2954.960693;1.55644393
30-01-20 05:00;2930.991455;1.647999525
30-01-20 06:00;2937.009766;1.647999525
30-01-20 07:00;2941.990479;1.647999525
30-01-20 08:00;2890.005127;1.647999525
30-01-20 09:00;2957.036133;1.55644393
30-01-20 10:00;2882.015381;1.373332977
30-01-20 11:00;2839.991455;1.464888453
30-01-20 12:00;2678.951416;1.373332977
30-01-20 13:00;0;1.373332977
30-01-20 14:00;2511.996826;1.281777382
30-01-20 15:00;2880.977783;1.281777382
30-01-20 16:00;1642.048462;1.190221906
30-01-20 17:00;2714.957031;1.373332977
30-01-20 18:00;2588.989014;1.281777382
30-01-20 19:00;2750.029053;1748.802124
30-01-20 20:00;2576.018555;1626.667114
30-01-20 21:00;2871.016602;1533.921265
30-01-20 22:00;2929.953857;1428.907104
30-01-20 23:00;2927.048584;1470.748047
31-01-20 00:00;2968.034912;1426.252075
31-01-20 01:00;2662.971924;1314.005005
31-01-20 02:00;2538.975098;1499.49646
31-01-20 03:00;2617.004883;1522.751587
31-01-20 04:00;2802.01416;1526.322266
31-01-20 05:00;2245.94873;1475.1427
31-01-20 06:00;2348.051514;1493.636841
31-01-20 07:00;2342.033203;1743.308838
31-01-20 08:00;2323.044434;1785.607422
31-01-20 09:00;2286.001221;1790.826172
31-01-20 10:00;2507.949951;1566.148926
31-01-20 11:00;2422.034424;1739.829712
31-01-20 12:00;2002.002075;1748.069702
31-01-20 13:00;1777.977783;1614.856445
31-01-20 14:00;2301.046875;1747.520386
31-01-20 15:00;2879.006348;1540.238647
31-01-20 16:00;2121.951904;1640.308838
31-01-20 17:00;2298.971436;1529.709717
31-01-20 18:00;2904.013184;1482.192505
31-01-20 19:00;2819.965088;1.190221906
31-01-20 20:00;2897.994873;1687.276855
31-01-20 21:00;2949.046387;1720.419922
31-01-20 22:00;2893.948242;1929.532715
31-01-20 23:00;2946.970947;1975.310547
