pillar_id;area;heterogeneidad_geologica;calidad_roca;tiempo_solicitacion;altura_extraida;densidad_energia_sismica;resistencia_traccion;modulo_general_deformacion
NS_435;411.6698;Media;Calidad regular;15.33333333;288;18.66416891;0.385;19.39
NS_436;325.7885;Media;Calidad mala;3;275;17.53271983;0.2806;16.3224
NS_437;347.5708;Media;Calidad regular;4.333333333;268;17.13790476;0.3034;17.0185
NS_438;347.5708;Baja;Calidad regular;4;267;17.07020288;0.361;18.6925
NS_439;418.2447;Alta;Calidad regular;4;269;17.12695916;0.38308;19.3342
NS_440;407.4319;Media;Calidad regular;5.333333333;275;17.54239545;0.385;19.39
NS_441;417.4628;Media;Calidad regular;5.666666667;281;18.24786682;0.385;19.39
NS_442;413.0683;Baja;Calidad regular;15.33333333;293;19.71923813;0.337;17.995
NS_443;280.3284;Media;Calidad mala;4.333333333;276;17.49729169;0.289;16.6
NS_444;347.5708;Media;Calidad regular;4;270;17.2131248;0.30436;17.0464
NS_445;347.5708;Baja;Calidad mala;4;269;17.2280973;0.289;16.6
NS_446;418.2447;Baja;Calidad regular;5.333333333;273;17.52177011;0.3706;18.9715
NS_447;404.8439;Baja;Calidad regular;5.666666667;279;18.14020443;0.385;19.39
NS_448;408.1979;Media;Calidad regular;6.333333333;284;19.01339559;0.385;19.39
NS_449;403.5551;Baja;Calidad regular;14.66666667;294;20.52239953;0.32068;17.5207
NS_450;412.3023;Baja;Calidad muy mala;3;285;17.96427027;0.184;13.13
NS_451;306.2888;Alta;Calidad mala;4.333333333;277;17.50677915;0.2848;16.4612
NS_452;370.8823;Media;Calidad mala;5.333333333;272;17.3325867;0.289;16.6
NS_453;380.2255;Baja;Calidad mala;5.666666667;274;17.48337872;0.289;16.6
NS_454;364.5058;Baja;Calidad regular;5.666666667;278;17.98973968;0.3178;17.437
NS_455;418.2447;Media;Calidad regular;5.333333333;283;18.92745652;0.385;19.39
NS_456;371.5777;Baja;Calidad regular;5.333333333;288;20.33192946;0.3706;18.9715
NS_457;140.8213;Media;Calidad mala;13.33333333;291;20.57862273;0.289;16.6
NS_458;289.114;Baja;Calidad muy mala;3;296;18.52266471;0.184;13.13
NS_459;342.3805;Media;Calidad muy mala;4.333333333;288;17.93093474;0.184;13.13
NS_460;333.0373;Alta;Calidad mala;5;280;17.57813559;0.2827;16.3918
NS_461;323.6942;Media;Calidad mala;6;276;17.49871675;0.2785;16.253
NS_462;314.351;Baja;Calidad mala;5.333333333;278;17.78282924;0.27745;16.2183
NS_463;384.4105;Media;Calidad regular;5.666666667;283;18.4354731;0.337;17.995
NS_464;396.738;Baja;Calidad regular;6.333333333;287;20.48424303;0.385;19.39
NS_465;398.4451;Media;Calidad regular;13.33333333;295;20.12978964;0.37444;19.0831
NS_466;411.5049;Baja;Calidad regular;13;289;19.96570904;0.29284;16.7116
NS_467;332.8679;Baja;Calidad muy mala;2.333333333;306;19.00616295;0.184;13.13
NS_468;379.2604;Baja;Calidad muy mala;3;297;18.38651064;0.184;13.13
NS_469;347.5708;Media;Calidad muy mala;4.333333333;292;17.94347413;0.184;13.13
NS_470;347.5708;Media;Calidad muy mala;6;282;17.68699828;0.184;13.13
NS_471;293.3854;Media;Calidad muy mala;5.666666667;278;17.69646118;0.184;13.13
NS_472;347.5708;Baja;Calidad muy mala;6;283;18.1004112;0.1966;13.5464
NS_473;384.3819;Alta;Calidad regular;6.333333333;290;18.79248954;0.3562;18.553
NS_474;399.9477;Media;Calidad regular;5.333333333;293;20.00312055;0.385;19.39
NS_475;394.6332;Baja;Calidad regular;13;300;19.86357234;0.3514;18.4135
NS_476;314.6873;Baja;Calidad muy mala;2.333333333;314;19.57145643;0.184;13.13
NS_477;294.6298;Baja;Calidad muy mala;3;307;18.89810497;0.184;13.13
NS_478;347.0968;Baja;Calidad muy mala;3.333333333;299;18.38807742;0.184;13.13
NS_479;347.5708;Baja;Calidad muy mala;4;291;18.01998323;0.184;13.13
NS_480;347.5708;Media;Calidad muy mala;6;284;17.84704672;0.184;13.13
NS_481;347.5708;Muy alta;Calidad muy mala;5.333333333;283;17.94586067;0.184;13.13
NS_482;347.5708;Alta;Calidad mala;6.666666667;289;18.55597412;0.28375;16.4265
NS_483;400.4616;Baja;Calidad regular;7;297;19.00935879;0.29956;16.9069
NS_484;395.8106;Baja;Calidad regular;6.333333333;305;20.50392418;0.385;19.39
NS_485;405.2155;Baja;Calidad regular;12.66666667;308;20.41198144;0.2986;16.879
NS_486;230.0665;Baja;Calidad muy mala;2.666666667;318;20.09492223;0.184;13.13
NS_487;319.6767;Baja;Calidad muy mala;3;314;19.40284115;0.184;13.13
NS_488;347.5708;Baja;Calidad muy mala;3.333333333;307;18.87548018;0.184;13.13
NS_489;347.0968;Baja;Calidad muy mala;3;300;18.44356431;0.184;13.13
NS_490;293.3854;Baja;Calidad muy mala;6;293;18.15386672;0.184;13.13
NS_491;347.5708;Baja;Calidad muy mala;5.333333333;287;18.04856194;0.184;13.13
NS_492;347.5708;Alta;Calidad muy mala;7;289;18.20535234;0.184;13.13
NS_493;337.0578;Alta;Calidad mala;6.666666667;294;18.83349789;0.2806;16.3224
NS_494;394.8588;Baja;Calidad regular;6.333333333;310;19.59740437;0.3226;17.5765
NS_495;385.7444;Baja;Calidad regular;4.666666667;319;21.53238873;0.385;19.39
NS_496;396.698;Baja;Calidad regular;11;316;20.02332058;0.3082;17.158
NS_497;411.6741;Baja;Calidad muy mala;2.666666667;318;20.45813127;0.184;13.13
NS_498;307.0214;Baja;Calidad muy mala;2.666666667;318;19.90690221;0.184;13.13
NS_499;258.2532;Baja;Calidad muy mala;3.333333333;313;19.32714516;0.184;13.13
NS_500;347.5708;Baja;Calidad muy mala;3;306;18.92461939;0.184;13.13
NS_501;347.0968;Baja;Calidad muy mala;3;301;18.57536001;0.184;13.13
NS_502;347.5708;Baja;Calidad muy mala;6;294;18.36253655;0.184;13.13
NS_503;347.5708;Media;Calidad muy mala;6;290;18.28672492;0.184;13.13
NS_504;347.5708;Media;Calidad muy mala;6.333333333;294;18.45402752;0.184;13.13
NS_505;340.806;Media;Calidad muy mala;7.333333333;299;18.85805325;0.2659;15.8366
NS_506;264.0662;Baja;Calidad muy mala;2.666666667;318;19.80066568;0.184;13.13
NS_507;347.5708;Baja;Calidad muy mala;3;312;19.39491877;0.184;13.13
NS_508;347.5708;Baja;Calidad muy mala;3;305;19.0497836;0.184;13.13
NS_509;347.5708;Baja;Calidad muy mala;3;301;18.78551139;0.184;13.13
NS_510;347.5708;Baja;Calidad muy mala;5.666666667;295;18.61350257;0.184;13.13
NS_511;347.5708;Media;Calidad muy mala;7;294;18.55125081;0.184;13.13
NS_512;347.5708;Media;Calidad muy mala;6.666666667;298;18.70699656;0.184;13.13
NS_513;333.4549;Media;Calidad muy mala;7.666666667;305;19.17103719;0.2596;15.6284
NS_514;367.126;Baja;Calidad regular;6.333333333;323;19.9503603;0.361;18.6925
NS_515;392.4397;Baja;Calidad muy mala;11;329;20.66983221;0.2491;15.2814
NS_516;332.0348;Baja;Calidad muy mala;2.666666667;310;20.8805897;0.184;13.13
NS_517;347.5708;Baja;Calidad muy mala;2.666666667;317;20.28738449;0.184;13.13
NS_518;347.5708;Baja;Calidad muy mala;3;317;19.83230682;0.184;13.13
NS_519;347.5708;Baja;Calidad muy mala;3.333333333;311;19.51643648;0.184;13.13
NS_520;347.5708;Baja;Calidad muy mala;3;305;19.26873072;0.184;13.13
NS_521;347.5708;Baja;Calidad muy mala;5.333333333;299;19.0941168;0.184;13.13
NS_522;347.5708;Baja;Calidad muy mala;7;297;18.90923886;0.184;13.13
NS_523;347.5708;Baja;Calidad muy mala;6.333333333;297;18.8461852;0.184;13.13
NS_524;347.5708;Media;Calidad muy mala;6.666666667;302;18.99488065;0.184;13.13
NS_525;344.1482;Baja;Calidad mala;7.666666667;312;19.57004464;0.2827;16.3918
NS_526;312.4905;Baja;Calidad regular;11;329;20.36514025;0.35332;18.4693
NS_527;114.6706;Baja;Calidad muy mala;3;297;21.31382679;0.184;13.13
NS_528;204.324;Baja;Calidad muy mala;2.666666667;302;21.15085659;0.184;13.13
NS_529;347.5708;Baja;Calidad muy mala;2.666666667;310;20.68518081;0.184;13.13
NS_530;347.5708;Media;Calidad muy mala;3;316;20.24867745;0.184;13.13
NS_531;347.5708;Media;Calidad muy mala;3.333333333;314;19.94799527;0.1924;13.4076
NS_532;347.5708;Baja;Calidad muy mala;3;308;19.7710991;0.19765;13.5811
NS_533;321.0316;Baja;Calidad muy mala;3;302;19.60990122;0.184;13.13
NS_534;347.0968;Baja;Calidad muy mala;5.333333333;297;19.42642212;0.184;13.13
NS_535;347.5708;Baja;Calidad muy mala;6.666666667;298;19.2553711;0.184;13.13
NS_536;347.5708;Baja;Calidad muy mala;6.666666667;302;19.17122479;0.184;13.13
NS_537;347.5708;Media;Calidad muy mala;7.666666667;308;19.31799084;0.18925;13.3035
NS_538;329.9498;Baja;Calidad muy mala;9.333333333;319;19.94731489;0.26905;15.9407
NS_539;380.6105;Baja;Calidad regular;11;331;23.24402345;0.29476;16.7674
NS_540;258.4598;Baja;Calidad muy mala;3.333333333;302;20.9468874;0.184;13.13
NS_541;347.5708;Baja;Calidad muy mala;3.666666667;311;20.60501132;0.184;13.13
NS_542;347.5708;Media;Calidad muy mala;3.333333333;314;20.34348239;0.1966;13.5464
NS_543;293.3854;Media;Calidad mala;3;311;20.17004611;0.289;16.6
NS_544;347.5708;Media;Calidad muy mala;3;305;20.08368527;0.21025;13.9975
NS_545;321.0156;Baja;Calidad muy mala;5.333333333;298;19.9833024;0.184;13.13
NS_546;347.0968;Baja;Calidad muy mala;5.666666667;297;19.83777088;0.184;13.13
NS_547;293.3842;Baja;Calidad muy mala;6.333333333;300;19.63624568;0.184;13.13
NS_548;347.5708;Baja;Calidad muy mala;7.666666667;307;19.52948805;0.1924;13.4076
NS_549;291.8776;Baja;Calidad muy mala;7.666666667;317;19.67930666;0.19975;13.6505
NS_550;324.0947;Alta;Calidad mala;9.666666667;327;20.56484533;0.28585;16.4959
NS_551;366.4255;Baja;Calidad mala;10.66666667;329;20.86330105;0.289;16.6
NS_552;290.3454;Baja;Calidad muy mala;3.666666667;293;21.50553413;0.2145;14.3
NS_553;313.0193;Baja;Calidad muy mala;3.333333333;290;21.62991558;0.245;15.47
NS_554;320.1191;Baja;Calidad muy mala;3.333333333;295;21.22548378;0.2267;14.768
NS_555;347.5708;Baja;Calidad muy mala;3.333333333;302;20.86766856;0.184;13.13
NS_556;347.5708;Baja;Calidad muy mala;3.333333333;311;20.67678731;0.184;13.13
NS_557;347.5708;Baja;Calidad muy mala;3;312;20.57528049;0.184;13.13
NS_558;347.5708;Media;Calidad muy mala;3.666666667;308;20.51950769;0.19975;13.6505
NS_559;347.5708;Baja;Calidad muy mala;4.666666667;302;20.52058197;0.184;13.13
NS_560;347.5708;Baja;Calidad muy mala;5.333333333;295;20.48156223;0.184;13.13
NS_561;347.5708;Baja;Calidad muy mala;7.333333333;299;20.31441185;0.184;13.13
NS_562;347.5708;Baja;Calidad muy mala;6.666666667;302;20.092048;0.184;13.13
NS_563;347.5708;Baja;Calidad muy mala;7.333333333;316;19.92864439;0.2071;13.8934
NS_564;347.5708;Baja;Calidad muy mala;9.666666667;326;20.20797631;0.2155;14.171
NS_565;330.4075;Baja;Calidad mala;7.333333333;333;22.3007856;0.289;16.6
NS_566;276.2501;Baja;Calidad mala;9;327;21.05215412;0.289;16.6
NS_567;207.8103;Baja;Calidad muy mala;3.333333333;292;21.30259106;0.245;15.47
NS_568;291.5862;Baja;Calidad muy mala;3.333333333;297;21.02342346;0.23219;14.9786
NS_569;347.5708;Baja;Calidad muy mala;3;305;20.88865087;0.184;13.13
NS_570;347.5708;Baja;Calidad muy mala;3;310;20.90232036;0.184;13.13
NS_571;347.5708;Baja;Calidad muy mala;3.666666667;310;20.94605659;0.184;13.13
NS_572;347.5708;Baja;Calidad muy mala;4.666666667;304;20.99792194;0.184;13.13
NS_573;347.5708;Baja;Calidad muy mala;4.666666667;298;21.08447774;0.184;13.13
NS_574;347.5708;Baja;Calidad muy mala;6.333333333;295;21.06408834;0.184;13.13
NS_575;314.5534;Baja;Calidad muy mala;6.666666667;297;20.85312481;0.184;13.13
NS_576;347.5708;Baja;Calidad muy mala;7.333333333;306;20.56526452;0.184;13.13
NS_577;347.5708;Baja;Calidad muy mala;9.333333333;323;20.38858713;0.22075;14.3445
NS_578;347.5708;Alta;Calidad muy mala;9.333333333;334;20.96183073;0.25225;15.3855
NS_579;276.2501;Baja;Calidad mala;10.66666667;327;21.05215412;0.289;16.6
NS_580;419.121;Baja;Calidad muy mala;3.333333333;288;21.60926894;0.245;15.47
NS_581;292.8344;Baja;Calidad muy mala;4;295;21.08196973;0.245;15.47
NS_582;347.5708;Baja;Calidad muy mala;4;300;20.97150794;0.23341;15.0254
NS_583;347.5708;Baja;Calidad muy mala;4;307;21.06551367;0.184;13.13
NS_584;347.5708;Baja;Calidad muy mala;3.333333333;309;21.28633968;0.184;13.13
NS_585;347.5708;Baja;Calidad muy mala;4.666666667;306;21.45229447;0.184;13.13
NS_586;347.5708;Baja;Calidad muy mala;4.666666667;300;21.62192736;0.184;13.13
NS_587;347.5708;Baja;Calidad muy mala;6.333333333;294;21.77920454;0.184;13.13
NS_588;347.5708;Baja;Calidad muy mala;6.666666667;296;21.75272905;0.184;13.13
NS_589;347.5708;Baja;Calidad muy mala;7.333333333;297;21.48251473;0.184;13.13
NS_590;347.5708;Baja;Calidad muy mala;9;313;21.10498856;0.184;13.13
NS_591;347.5708;Alta;Calidad muy mala;9.333333333;330;21.03491734;0.226;14.518
NS_592;347.5708;Baja;Calidad mala;6.333333333;337;21.75575714;0.28375;16.4265
NS_593;276.2501;Baja;Calidad mala;10;327;21.05215412;0.289;16.6
NS_594;375.1255;Alta;Calidad muy mala;3.333333333;288;21.88559398;0.245;15.47
NS_595;349.6913;Baja;Calidad muy mala;4;291;21.14853462;0.245;15.47
NS_596;349.43;Baja;Calidad muy mala;4;298;20.94507151;0.245;15.47
NS_597;347.5708;Baja;Calidad muy mala;4;303;21.06223713;0.22853;14.8382
NS_598;347.5708;Baja;Calidad muy mala;3.333333333;307;21.39285756;0.184;13.13
NS_599;347.5708;Baja;Calidad muy mala;4.666666667;306;21.78604625;0.184;13.13
NS_600;347.5708;Baja;Calidad muy mala;4.666666667;302;22.10054126;0.184;13.13
NS_601;347.5708;Baja;Calidad muy mala;6.333333333;296;22.41035276;0.184;13.13
NS_602;347.5708;Baja;Calidad muy mala;6.666666667;291;22.62938072;0.184;13.13
NS_603;347.5708;Baja;Calidad muy mala;7.333333333;297;22.57835441;0.184;13.13
NS_604;347.5708;Baja;Calidad muy mala;8.333333333;300;22.19698679;0.184;13.13
NS_605;347.5708;Baja;Calidad muy mala;9;318;21.72535229;0.184;13.13
NS_606;347.5708;Media;Calidad muy mala;7.333333333;334;21.64635855;0.247;15.212
NS_607;347.5708;Media;Calidad mala;6.333333333;343;21.98110955;0.289;16.6
NS_608;334.3678;Baja;Calidad mala;8;346;21.86629459;0.289;16.6
NS_609;358.0512;Baja;Calidad mala;5;285;21.42561564;0.289;16.6
NS_610;287.7495;Muy alta;Calidad mala;4;289;21.21196523;0.2824;16.4305
NS_611;345.4659;Baja;Calidad mala;4;294;20.90138558;0.2538;15.696
NS_612;347.7273;Baja;Calidad mala;4;301;20.94119144;0.24588;15.4926
NS_613;347.5708;Baja;Calidad muy mala;3.333333333;305;21.32034199;0.2145;14.3
NS_614;347.5708;Baja;Calidad muy mala;4.666666667;305;21.85991289;0.184;13.13
NS_615;315.9776;Baja;Calidad muy mala;5;302;22.40523068;0.184;13.13
NS_616;347.5708;Baja;Calidad muy mala;6.333333333;297;22.91259801;0.184;13.13
NS_617;301.5347;Baja;Calidad muy mala;6.666666667;291;23.41461498;0.184;13.13
NS_618;347.5708;Baja;Calidad muy mala;7.333333333;289;23.68179334;0.184;13.13
NS_619;301.7;Baja;Calidad muy mala;8;297;23.58727104;0.184;13.13
NS_620;347.0968;Baja;Calidad muy mala;9.333333333;307;23.01570094;0.19975;13.6505
NS_621;322.8618;Baja;Calidad muy mala;8;325;22.42945729;0.184;13.13
NS_622;347.5708;Alta;Calidad muy mala;7.333333333;338;22.05804706;0.2575;15.559
NS_623;347.5708;Baja;Calidad mala;5;351;21.79420988;0.289;16.6
NS_624;287.8323;Alta;Calidad regular;6.666666667;285;20.91028633;0.336;18.018
NS_625;287.4161;Baja;Calidad mala;6;287;20.88931269;0.28768;16.5661
NS_626;337.5066;Muy alta;Calidad mala;4.666666667;291;21.24901309;0.289;16.6
NS_627;349.6929;Baja;Calidad mala;4;297;20.80021167;0.278;16.3175
NS_628;349.4211;Baja;Calidad muy mala;3.666666667;303;21.11213976;0.245;15.47
NS_629;349.1494;Baja;Calidad muy mala;4.333333333;304;21.77361624;0.1962;13.598
NS_630;348.8777;Baja;Calidad muy mala;4.666666667;302;22.4473293;0.184;13.13
NS_631;316.2535;Baja;Calidad muy mala;6.333333333;297;23.18211468;0.184;13.13
NS_632;348.3342;Baja;Calidad muy mala;6.666666667;292;23.91550193;0.184;13.13
NS_633;348.0625;Baja;Calidad muy mala;7.333333333;287;24.58981002;0.184;13.13
NS_634;347.7907;Baja;Calidad muy mala;8;289;24.99616023;0.184;13.13
NS_635;347.519;Baja;Calidad muy mala;9;297;24.69644812;0.2155;14.171
NS_636;320.2087;Baja;Calidad muy mala;8;314;23.82637732;0.21445;14.1363
NS_637;346.9759;Baja;Calidad muy mala;7.333333333;329;23.20895601;0.184;13.13
NS_638;346.7041;Alta;Calidad mala;5.333333333;345;22.53820541;0.28165;16.3571
NS_639;318.798;Baja;Calidad mala;4.333333333;355;21.72618869;0.289;16.6
NS_640;273.7223;Media;Calidad mala;7;288;20.31806021;0.2844;16.563
NS_641;328.9665;Media;Calidad mala;5.666666667;289;20.64638197;0.289;16.6
NS_642;342.8429;Media;Calidad mala;5;294;21.23038913;0.289;16.6
NS_643;293.3693;Baja;Calidad mala;3.666666667;300;20.84043949;0.25556;15.7412
NS_644;347.5192;Baja;Calidad mala;4.666666667;304;21.52059333;0.24984;15.5943
NS_645;347.5192;Baja;Calidad muy mala;5;301;22.49013771;0.1962;13.598
NS_646;347.5192;Baja;Calidad muy mala;6.333333333;298;23.15645333;0.184;13.13
NS_647;347.5192;Baja;Calidad muy mala;6;292;24.0767637;0.184;13.13
NS_648;347.5192;Baja;Calidad muy mala;7.333333333;287;25.14114994;0.21025;13.9975
NS_649;347.5192;Baja;Calidad muy mala;7.333333333;285;26.07182195;0.184;13.13
NS_650;347.5192;Media;Calidad muy mala;8.666666667;292;26.66576242;0.1924;13.4076
NS_651;292.0698;Baja;Calidad mala;7.666666667;301;25.96507408;0.289;16.6
NS_652;290.5566;Baja;Calidad muy mala;6.666666667;320;24.77403907;0.1945;13.477
NS_653;338.2316;Baja;Calidad muy mala;5.333333333;335;23.66013914;0.2239;14.4486
NS_654;347.5192;Alta;Calidad mala;4.333333333;349;22.62644846;0.289;16.6
NS_655;320.5304;Baja;Calidad mala;7;357;21.12467607;0.289;16.6
NS_656;514.3946;Media;Calidad buena;18;289;19.93527274;0.4144;17.161
NS_657;347.4842;Baja;Calidad mala;6.333333333;289;19.85435539;0.26552;16.0262
NS_658;345.8621;Media;Calidad mala;5.333333333;291;20.32384166;0.289;16.6
NS_659;340.513;Media;Calidad mala;3.666666667;297;20.86323327;0.289;16.6
NS_660;347.5192;Baja;Calidad mala;4.666666667;302;21.06223365;0.289;16.6
NS_661;347.5192;Baja;Calidad mala;5.666666667;302;22.35448006;0.2626;15.922
NS_662;347.5192;Baja;Calidad muy mala;6.333333333;298;23.49219109;0.245;15.47
NS_663;347.5192;Baja;Calidad muy mala;6.666666667;294;24.00824833;0.245;15.47
NS_664;347.5192;Baja;Calidad muy mala;7.333333333;287;25.24808339;0.245;15.47
NS_665;347.5192;Baja;Calidad muy mala;8;285;26.61744451;0.19159;13.41
NS_666;347.5192;Media;Calidad muy mala;8.666666667;287;27.90976647;0.184;13.13
NS_667;323.9976;Alta;Calidad muy mala;7.333333333;300;28.48634733;0.22075;14.3445
NS_668;312.0308;Baja;Calidad mala;6.666666667;311;27.25094372;0.27955;16.2877
NS_669;87.9577;Baja;Calidad muy mala;4.666666667;329;25.13754279;0.1945;13.477
NS_670;107.4068;Media;Calidad mala;4.333333333;343;23.69364882;0.289;16.6
NS_671;347.5192;Baja;Calidad mala;3.666666667;352;22.26523465;0.289;16.6
NS_672;347.5192;Baja;Calidad mala;6;357;20.93537262;0.289;16.6
NS_673;347.5192;Media;Calidad buena;17;289;19.24591235;0.40404;17.0744
NS_674;345.258;Baja;Calidad mala;6.333333333;290;19.50994036;0.2538;15.696
NS_675;346.1547;Baja;Calidad mala;5;293;20.35340872;0.2736;16.2045
NS_676;342.7773;Baja;Calidad mala;4.666666667;299;22.15563247;0.2626;15.922
NS_677;347.5192;Baja;Calidad mala;5.333333333;303;21.48466576;0.27712;16.2949
NS_678;347.5192;Baja;Calidad mala;6.333333333;301;24.0255711;0.24676;15.5152
NS_679;347.5192;Baja;Calidad muy mala;6.666666667;296;24.23140765;0.245;15.47
NS_680;347.5192;Baja;Calidad muy mala;7.333333333;291;25.0777412;0.245;15.47
NS_681;347.5192;Baja;Calidad muy mala;8;285;26.74260809;0.245;15.47
NS_682;347.5192;Media;Calidad muy mala;8.666666667;286;28.46062266;0.23402;15.0488
NS_683;347.5192;Alta;Calidad muy mala;7.333333333;289;29.85059662;0.184;13.13
NS_684;327.3306;Alta;Calidad muy mala;6.666666667;309;29.77082963;0.25225;15.3855
NS_685;334.8844;Baja;Calidad muy mala;4.666666667;324;27.9881848;0.1945;13.477
NS_686;325.2673;Baja;Calidad muy mala;4.333333333;338;25.81048853;0.184;13.13
NS_687;346.7613;Alta;Calidad muy mala;4;352;23.68430679;0.226;14.518
NS_688;118.5089;Baja;Calidad mala;4;353;22.06319303;0.289;16.6
NS_689;347.5192;Baja;Calidad mala;5;354;20.88364311;0.289;16.6
NS_690;347.5192;Media;Calidad buena;17;289;18.884002;0.39732;18.3106
NS_691;344.4974;Baja;Calidad muy mala;5;290;19.30359743;0.245;15.47
NS_692;342.7737;Baja;Calidad muy mala;6.333333333;294;21.45469325;0.245;15.47
NS_693;342.3611;Baja;Calidad muy mala;5.666666667;299;20.93940877;0.245;15.47
NS_694;347.5192;Baja;Calidad mala;6.666666667;302;22.21450368;0.2604;15.8655
NS_695;347.5192;Baja;Calidad muy mala;6.666666667;300;24.61722854;0.245;15.47
NS_696;347.5192;Baja;Calidad muy mala;7.333333333;295;24.87346401;0.245;15.47
NS_697;347.5192;Baja;Calidad muy mala;8;289;26.47120675;0.245;15.47
NS_698;347.5192;Media;Calidad muy mala;8.666666667;286;28.71903167;0.245;15.47
NS_699;347.5192;Media;Calidad muy mala;7.666666667;288;31.90531974;0.24259;15.3385
NS_700;347.5192;Alta;Calidad muy mala;6;294;31.33911259;0.1903;13.3382
NS_701;331.6533;Media;Calidad muy mala;6.333333333;317;31.00631132;0.2092;13.9628
NS_702;330.0911;Baja;Calidad muy mala;5;331;29.13264113;0.184;13.13
NS_703;326.9345;Baja;Calidad muy mala;3.666666667;345;26.13110261;0.184;13.13
NS_704;347.5192;Alta;Calidad muy mala;4;355;23.70083204;0.21025;13.9975
NS_705;347.5192;Baja;Calidad mala;6;357;21.9732955;0.289;16.6
NS_706;353.7181;Baja;Calidad buena;16.66666667;0;18.16924124;0.483;11.96
NS_707;317.5052;Baja;Calidad buena;15.66666667;287;19.17340551;0.39872;18.3498
NS_708;342.8282;Baja;Calidad mala;6.333333333;289;19.20622676;0.2828;16.5284
NS_709;301.1338;Baja;Calidad muy mala;6.333333333;294;20.31116983;0.245;15.47
NS_710;335.5167;Baja;Calidad muy mala;6.333333333;300;21.16209746;0.245;15.47
NS_711;347.5192;Baja;Calidad mala;7.333333333;301;23.55002409;0.2582;15.809
NS_712;347.5192;Baja;Calidad muy mala;7.333333333;299;24.4990267;0.245;15.47
NS_713;347.5192;Baja;Calidad muy mala;8;294;25.95964899;0.245;15.47
NS_714;347.5192;Baja;Calidad muy mala;8;288;28.32376734;0.245;15.47
NS_715;347.5192;Media;Calidad muy mala;6;287;31.66505356;0.245;15.47
NS_716;347.5192;Media;Calidad mala;6;289;32.31109749;0.27752;16.2433
NS_717;347.5192;Media;Calidad muy mala;5.666666667;301;32.74493462;0.2155;14.171
NS_718;325.4835;Baja;Calidad muy mala;4.666666667;322;32.34851772;0.184;13.13
NS_719;334.3062;Baja;Calidad muy mala;3.666666667;336;29.93587519;0.1966;13.5464
NS_720;339.5919;Baja;Calidad muy mala;4;348;26.27470218;0.184;13.13
NS_721;347.5192;Baja;Calidad muy mala;3;356;23.70901664;0.18715;13.2341
NS_722;347.5192;Baja;Calidad mala;6;358;22.11390511;0.289;16.6
NS_723;317.3625;Baja;Calidad buena;15.66666667;0;17.87687093;0.483;11.96
NS_724;290.9958;Baja;Calidad buena;15.33333333;286;18.4655568;0.38892;19.0928
NS_725;333.6035;Baja;Calidad regular;8.333333333;289;19.18443699;0.3402;18.1356
