Date Fixed;X;Y;Z;Location Error;Moment;Energy
14-08-10;1234.19;721.18;2785.998731;10;1.78E+10;3.86E+04
14-08-10;1412.15;745.75;2914.748731;16;3.09E+09;2.42E+04
14-08-10;2214.95;-3253.88;3296.568731;283;6.70E+08;2.37E+04
14-08-10;1371.81;791.78;2960.398731;15;2.77E+09;3.63E+04
14-08-10;1287.59;791.64;2914.428731;12;8.50E+09;1.28E+04
14-08-10;1306.06;-143.55;2714.198731;191;1.53E+08;1.02E+04
14-08-10;1282.9;722.2;2747.808731;15;2.92E+09;3.27E+04
14-08-10;1258.81;717.1;2734.578731;9;4.08E+09;1.23E+04
14-08-10;1949.34;-314.48;2871.368731;257;3.49E+08;5.04E+04
14-08-10;1290.8;750.8;2838.878731;10;1.12E+10;1.79E+04
14-08-10;1156.22;771.11;2711.668731;12;1.86E+11;5.55E+05
15-08-10;2088.15;508.17;3020.718731;17;6.45E+10;1.05E+04
15-08-10;2147.78;525.24;2790.538731;11;9.79E+10;3.53E+04
15-08-10;1570.39;2993.57;1727.548731;716;5.44E+08;1.60E+04
15-08-10;-252.61;479.59;3514.428731;97;5.91E+08;1.13E+04
15-08-10;1435.05;613.55;2807.788731;9;8.03E+08;3.44E+04
15-08-10;1149.51;660.88;2704.118731;15;1.04E+10;3.45E+04
15-08-10;1578.66;45.34;2755.538731;17;6.85E+10;1.24E+05
15-08-10;1304.35;733.98;2821.058731;13;1.11E+10;3.01E+04
15-08-10;1200.75;710.42;2813.148731;20;9.76E+11;2.84E+06
15-08-10;1081.51;747.64;2542.318731;9;2.77E+10;2.38E+05
15-08-10;1233.77;773;2795.268731;10;3.48E+09;1.57E+04
15-08-10;894.49;-477.04;2685.978731;13;5.34E+09;1.09E+05
15-08-10;1494.28;-460.73;2759.168731;288;5.82E+08;1.60E+04
15-08-10;1380.87;769.54;2975.748731;11;2.90E+09;2.03E+04
15-08-10;1190.96;137.35;2612.948731;8;1.31E+10;3.23E+04
15-08-10;1408.63;690.15;2806.488731;16;3.16E+09;1.13E+04
15-08-10;1356.58;866.05;3055.688731;13;3.24E+10;1.61E+04
15-08-10;1895.4;-918.29;3694.458731;136;5.11E+08;1.18E+04
15-08-10;1870.76;776.97;2453.918731;56;6.06E+08;1.18E+04
15-08-10;1299.47;729.01;2764.118731;10;1.38E+09;2.24E+04
15-08-10;1134.53;122.45;2625.558731;11;2.42E+09;7.60E+04
15-08-10;1339.01;696.47;2888.398731;14;1.07E+09;1.00E+04
15-08-10;2149.58;483.66;2915.218731;7;5.39E+10;1.24E+04
15-08-10;1625.64;802.68;3123.688731;5;1.15E+09;1.92E+04
15-08-10;1252.29;789.03;2744.288731;5;1.30E+10;1.73E+04
16-08-10;1691.34;693.2;3144.248731;9;1.61E+09;1.48E+04
16-08-10;1395.45;876.17;3002.458731;5;7.80E+10;1.25E+04
16-08-10;1807.32;-476.82;3090.248731;107;3.83E+09;2.99E+04
16-08-10;1808.04;167.66;2867.378731;134;3.99E+08;1.13E+04
16-08-10;1992.02;515.91;2934.358731;11;1.99E+11;9.70E+04
16-08-10;1235.11;735.45;2772.408731;9;1.33E+11;6.42E+05
16-08-10;1256.14;784.08;2837.528731;14;5.35E+10;1.03E+05
16-08-10;1372.58;754.09;2854.828731;11;1.49E+09;5.95E+04
16-08-10;595.96;-360.44;1806.478731;145;9.64E+08;3.50E+04
16-08-10;1940.22;998.14;2166.458731;182;3.09E+08;2.75E+04
16-08-10;1033.65;-157.55;3477.278731;184;4.24E+08;2.79E+05
16-08-10;1339.75;710.32;2841.918731;15;4.27E+11;1.13E+06
16-08-10;1252.86;752.16;2836.028731;14;2.50E+09;2.31E+04
16-08-10;1263.55;757.83;2818.538731;10;1.87E+10;1.32E+04
16-08-10;1094.87;740.12;2542.668731;10;5.15E+09;2.05E+04
16-08-10;1991.13;39.53;2850.368731;13;3.31E+11;7.12E+04
16-08-10;-1200.44;-684.15;2897.988731;291;6.33E+08;2.22E+04
16-08-10;1134.28;748.25;2649.048731;10;1.20E+09;1.16E+04
16-08-10;1387.74;-186.52;2711.218731;217;3.52E+08;1.28E+04
16-08-10;2157.57;-726.67;2785.478731;245;5.14E+08;2.98E+04
16-08-10;750.73;840.89;2398.468731;15;8.66E+09;2.28E+04
16-08-10;1210.67;775.67;2522.198731;7;1.48E+11;7.21E+06
16-08-10;1283.26;721.68;2729.798731;14;1.14E+09;1.38E+04
16-08-10;719.67;-837.32;2524.208731;144;2.40E+08;1.48E+05
16-08-10;1171.32;763.27;2513.168731;7;1.15E+10;8.72E+04
16-08-10;1185.54;778.11;2522.588731;9;2.22E+10;5.23E+04
17-08-10;1287.57;698.28;2725.518731;11;9.79E+09;1.12E+05
17-08-10;493.18;974.54;2440.208731;13;8.73E+08;4.07E+04
17-08-10;1384.42;651.09;2795.328731;12;1.79E+09;1.73E+04
17-08-10;1188.35;709.06;2740.888731;16;3.31E+10;4.71E+04
17-08-10;1200.02;779.68;2704.758731;10;2.48E+09;1.25E+04
17-08-10;1092.6;-980.57;3033.078731;689;4.21E+08;3.76E+04
17-08-10;1414.94;787.68;2881.688731;13;7.52E+08;1.04E+04
17-08-10;1183.35;655.23;2775.798731;27;1.18E+10;1.53E+04
17-08-10;1999.96;379.19;2900.938731;230;4.98E+08;1.03E+04
17-08-10;2110.66;505.77;2839.218731;20;2.64E+11;9.63E+04
17-08-10;2227.56;-84.39;2911.528731;24;2.46E+11;3.34E+04
17-08-10;-358.9;99.86;3728.388731;103;9.52E+08;1.13E+04
17-08-10;1192.14;650.88;2640.468731;12;1.68E+10;1.18E+04
17-08-10;1452.79;614.81;2780.338731;16;5.37E+09;5.11E+04
17-08-10;420.83;2464.22;1493.808731;273;2.35E+08;2.12E+04
17-08-10;543.55;-31.49;3081.958731;86;6.06E+08;1.20E+04
17-08-10;2044.26;534.5;3000.148731;20;1.51E+11;3.66E+04
17-08-10;2068.89;521.79;3102.598731;12;4.48E+10;1.40E+04
17-08-10;2231.41;63.82;2938.578731;14;1.39E+10;1.01E+04
17-08-10;1134.72;645.08;2658.508731;46;2.73E+09;1.15E+04
17-08-10;1035.11;617.53;2600.048731;6;1.91E+09;5.62E+04
18-08-10;2356.21;-165.78;2765.298731;10;2.95E+11;1.56E+05
18-08-10;2078.44;497;3034.908731;9;5.02E+10;1.04E+04
18-08-10;1444.61;855.12;3015.038731;11;1.03E+11;1.17E+05
18-08-10;1101.39;736.51;2568.408731;14;1.09E+10;1.32E+04
18-08-10;1021.23;566.65;2088.348731;25;1.35E+10;2.96E+04
18-08-10;1275.79;718.83;2745.638731;11;1.40E+09;2.61E+04
18-08-10;579.62;835.27;2453.538731;13;1.96E+09;2.20E+04
18-08-10;905.35;-508.95;2751.878731;13;1.07E+09;1.82E+04
18-08-10;1684.06;629.1;3157.948731;22;1.79E+09;1.01E+04
18-08-10;1370.89;-992.96;2878.348731;126;7.64E+08;2.38E+04
18-08-10;2007.86;617.33;3215.578731;19;1.59E+11;1.74E+04
18-08-10;1688.48;1358.44;2683.178731;618;1.27E+08;1.08E+04
18-08-10;1767.23;1412.88;2699.388731;411;1.15E+08;1.24E+05
18-08-10;-1190.88;-1261.96;2671.778731;232;7.58E+08;3.32E+04
18-08-10;1203.07;687.59;2684.308731;14;1.11E+11;4.56E+05
18-08-10;1133.53;725.25;2589.868731;9;1.35E+09;1.06E+04
18-08-10;2351.27;966.78;3115.508731;58;1.02E+09;1.58E+04
18-08-10;-1466.21;-127.22;3421.548731;79;6.00E+08;2.49E+04
18-08-10;358.16;-533.75;2189.248731;39;8.87E+08;1.07E+04
18-08-10;1270.93;793.3;2812.438731;17;7.36E+09;1.19E+04
18-08-10;2080.93;-5.14;2992.418731;16;6.45E+10;1.05E+04
18-08-10;1256.72;782.36;2803.198731;16;3.43E+09;2.34E+04
18-08-10;1441.8;699.37;2897.808731;15;1.65E+08;2.10E+04
18-08-10;2607.15;927.76;2850.528731;43;2.34E+11;1.20E+04
18-08-10;1113.29;122.17;2632.318731;13;1.48E+09;1.03E+04
18-08-10;1446.54;-350.64;2720.568731;173;2.07E+08;1.18E+04
18-08-10;1903.57;93.58;2894.438731;10;2.35E+11;7.22E+04
18-08-10;1380.78;720.67;2835.318731;11;2.53E+09;3.82E+04
19-08-10;1514.82;-500.54;2761.888731;253;5.96E+08;1.77E+04
19-08-10;2103.17;-200.12;2416.308731;45;5.24E+10;1.20E+04
19-08-10;1411.74;691.33;2842.448731;12;2.00E+09;6.63E+04
19-08-10;1443.64;625.93;2805.098731;12;1.50E+09;3.76E+04
19-08-10;2090.69;538.65;2925.728731;19;1.03E+11;2.56E+04
19-08-10;1415.37;754.22;2975.498731;18;2.31E+09;1.44E+04
19-08-10;1296.99;728.9;2720.098731;4;9.11E+07;1.78E+04
19-08-10;1381.58;-481.93;2658.348731;10;1.47E+10;1.96E+05
20-08-10;111.64;-1231.49;4103.278731;93;2.25E+09;3.84E+04
20-08-10;419.55;-731.51;2976.778731;126;4.43E+08;1.30E+04
20-08-10;2705.5;508.03;2394.548731;25;6.99E+08;2.07E+04
20-08-10;972.17;712.22;4685.898731;258;1.56E+08;1.22E+04
20-08-10;1288.85;742.49;2854.938731;12;3.97E+09;2.58E+04
20-08-10;1114.66;655.12;2715.658731;13;1.32E+10;1.11E+04
20-08-10;1249.8;753.52;2789.048731;19;2.21E+10;3.43E+04
20-08-10;1284.3;717.78;2741.178731;12;3.35E+11;9.84E+05
20-08-10;1165.42;765.34;2663.738731;12;4.67E+09;1.35E+04
20-08-10;1186.67;714.74;2689.008731;14;1.06E+10;1.07E+04
20-08-10;2326.66;533.72;2088.358731;128;4.02E+08;1.53E+04
20-08-10;-1222.5;3823.09;2420.888731;209;9.62E+08;1.71E+04
20-08-10;1394.36;653.4;2793.308731;14;1.48E+09;1.09E+04
20-08-10;1320.91;703.5;2725.408731;9;6.12E+08;1.16E+04
20-08-10;1336.33;698.55;2768.268731;16;1.01E+09;1.88E+04
20-08-10;1615.69;822.71;2521.538731;5;4.18E+08;1.56E+04
20-08-10;2062.39;-285.27;3095.708731;69;5.77E+08;1.06E+04
20-08-10;2046.51;525.13;3030.238731;23;1.23E+11;1.63E+04
20-08-10;640.56;2192.94;1933.608731;88;9.25E+08;1.21E+04
20-08-10;2020.17;510.36;2957.828731;18;1.94E+11;5.48E+04
20-08-10;1415.32;-265.03;2734.588731;210;1.87E+09;1.17E+04
20-08-10;1200.2;839.78;4834.778731;24;1.20E+09;1.33E+04
20-08-10;855.3;1725.36;2743.198731;78;2.28E+09;1.42E+04
21-08-10;1194.07;702.67;2674.168731;12;2.40E+11;1.20E+06
21-08-10;-509.63;-429.71;2880.888731;94;1.84E+09;1.31E+04
21-08-10;2179.34;-46.87;2933.998731;18;1.69E+11;2.06E+04
21-08-10;2004.02;564.62;2893.888731;15;1.55E+10;1.18E+04
21-08-10;3134.82;105.69;3888.038731;107;3.94E+09;2.12E+04
21-08-10;1480.98;487.96;2996.448731;84;2.16E+09;1.18E+04
21-08-10;1272.81;723.45;2830.178731;17;1.12E+10;1.82E+05
21-08-10;1967.14;483.03;2974.378731;17;6.61E+10;1.47E+04
21-08-10;1528.76;705.69;2878.308731;18;9.04E+08;1.13E+04
21-08-10;1084.55;-683.24;2680.338731;320;6.58E+08;1.22E+04
21-08-10;1361.28;862.54;2937.888731;18;1.74E+10;1.18E+04
21-08-10;1545.65;21.28;2671.828731;8;2.20E+10;1.26E+04
21-08-10;1395.13;708.38;2826.378731;19;1.35E+09;1.41E+04
21-08-10;-374.97;188.61;4558.178731;217;9.62E+08;2.02E+05
21-08-10;2992.72;-254.18;4627.578731;215;9.32E+08;1.10E+04
21-08-10;2137.5;21.15;2937.108731;19;2.16E+11;7.25E+04
21-08-10;1306.43;732.25;2779.568731;14;4.01E+09;1.40E+04
21-08-10;1255.19;774.17;2801.568731;15;6.36E+09;1.28E+04
21-08-10;1711.88;-1918.35;2106.808731;240;5.42E+08;3.34E+04
21-08-10;466.66;-589.57;2562.688731;169;8.61E+08;2.12E+04
21-08-10;-221.33;1901.95;2156.958731;213;9.73E+08;1.09E+04
21-08-10;2347.78;-530.04;3507.158731;255;1.76E+08;2.07E+04
21-08-10;1298.52;770.97;2863.338731;19;3.16E+10;6.02E+04
21-08-10;1319.45;815.16;2866.928731;17;1.89E+10;2.55E+04
21-08-10;-1129.3;3701.22;2425.808731;431;7.51E+08;1.38E+05
21-08-10;1329.55;780.3;2784.248731;13;7.17E+08;1.72E+04
21-08-10;1407.5;-504.37;2755.588731;252;3.99E+08;2.77E+04
21-08-10;1789.06;2045;2368.918731;1482;6.22E+08;2.58E+04
21-08-10;878.73;-410.13;2756.218731;134;6.04E+08;1.02E+04
21-08-10;1281.02;706.52;2751.818731;11;1.27E+09;1.82E+04
21-08-10;2161.82;536.34;2976.888731;12;3.58E+10;1.13E+04
21-08-10;1411.37;780.49;2859.958731;21;1.67E+09;2.80E+04
22-08-10;2161.29;538.78;2871.378731;21;5.66E+10;1.20E+04
22-08-10;1266.29;742;2830.358731;72;7.86E+08;1.56E+04
22-08-10;1241.2;786.92;2729.078731;13;1.36E+09;2.46E+04
22-08-10;1255.59;-9.92;2582.988731;12;2.83E+09;1.50E+04
22-08-10;1260.91;-20.03;2601.828731;15;7.67E+08;3.95E+04
22-08-10;1383.98;718.83;2871.908731;16;3.14E+09;1.29E+04
22-08-10;1404.51;764.1;2942.268731;13;3.22E+09;1.22E+04
22-08-10;1314.72;720.16;2838.498731;18;5.47E+10;3.56E+04
22-08-10;-1066.28;333.83;2634.818731;303;6.92E+08;2.09E+04
22-08-10;-933.09;1071.54;3045.988731;156;3.60E+08;1.05E+04
22-08-10;787.14;815.71;2447.708731;7;1.29E+10;1.94E+04
22-08-10;1258.28;-273.49;2744.128731;157;7.81E+07;1.50E+04
22-08-10;-742.66;1814.69;2177.148731;291;1.89E+08;3.91E+05
22-08-10;208.62;1276.21;2011.858731;6;5.65E+09;1.63E+05
22-08-10;2699.59;1811.81;3229.698731;258;9.31E+08;2.95E+04
22-08-10;2188.15;603.81;3004.418731;21;1.62E+11;7.38E+04
22-08-10;2059.3;522.64;2979.978731;18;7.14E+10;1.39E+04
22-08-10;1190.07;-555.91;3513.338731;89;4.85E+08;1.02E+04
22-08-10;529.03;-211.55;2849.878731;130;3.01E+09;2.07E+04
22-08-10;2499.8;2179.27;2832.108731;258;1.32E+09;1.31E+04
22-08-10;185.64;414.05;1578.118731;81;8.14E+08;1.30E+04
22-08-10;-687.53;-1436.45;3132.898731;210;5.23E+08;3.27E+04
22-08-10;1553.66;459.66;3950.568731;83;9.53E+08;1.96E+04
22-08-10;1801.24;-202.39;3511.298731;41;6.12E+08;2.76E+04
22-08-10;1265.49;794.91;2761.788731;9;5.86E+09;1.25E+04
22-08-10;1239.63;713.46;2733.168731;9;3.16E+10;2.13E+04
22-08-10;707.61;178.24;3145.078731;163;8.45E+08;2.48E+04
22-08-10;2172.47;505.88;2831.778731;23;4.57E+10;1.44E+04
22-08-10;-142.96;4718.54;3253.608731;606;7.17E+08;1.17E+04
22-08-10;1235.35;723.19;2726.968731;14;8.37E+09;4.79E+04
22-08-10;1265.64;745.46;2732.518731;14;2.16E+09;1.24E+04
22-08-10;1253.68;733.83;2745.848731;17;2.70E+09;3.46E+04
23-08-10;614.11;-451.27;2842.808731;165;3.65E+08;1.34E+04
23-08-10;801.03;-590.78;2483.908731;13;2.42E+09;1.85E+05
23-08-10;825.88;-569.08;2558.118731;19;2.12E+09;1.90E+04
23-08-10;1493.61;689.73;2949.018731;15;1.14E+09;2.66E+04
23-08-10;1310.77;731.82;2787.818731;13;8.91E+10;2.62E+05
23-08-10;1271.26;730.7;2804.028731;19;1.40E+09;1.35E+04
23-08-10;1449.73;611.42;2763.828731;12;8.30E+09;1.20E+04
23-08-10;-1693.31;-2535.61;4263.588731;483;1.85E+08;9.16E+04
23-08-10;1127.47;630.04;2664.858731;13;1.63E+10;1.58E+04
23-08-10;1098.93;737.7;2556.678731;9;1.01E+10;1.62E+04
23-08-10;1375.1;723.59;2865.568731;16;1.04E+09;1.02E+04
23-08-10;1194.32;752.15;2781.828731;16;1.23E+10;6.15E+04
23-08-10;704.78;1032.03;2473.538731;3;3.30E+09;2.90E+04
23-08-10;1253.72;819.08;2765.298731;6;3.91E+09;1.68E+04
23-08-10;-1048.61;-958.21;1560.648731;352;2.86E+09;1.71E+04
23-08-10;1958.64;546.18;4538.378731;45;3.90E+09;2.36E+04
23-08-10;2053.1;583.66;3296.268731;8;5.09E+09;3.64E+04
23-08-10;-779.62;-147.9;1793.788731;331;9.59E+08;1.27E+04
23-08-10;1507.79;-441.2;2749.638731;108;4.29E+09;2.60E+04
23-08-10;1198.97;702.74;2645.628731;4;1.21E+10;5.72E+04
23-08-10;510.6;2075.07;4248.218731;134;3.49E+09;6.70E+04
23-08-10;3409.07;363.32;3870.028731;171;4.71E+09;3.07E+04
23-08-10;2480.1;724.21;2890.588731;28;1.34E+12;4.29E+05
23-08-10;88.97;-230.71;2058.498731;116;2.79E+09;1.34E+04
23-08-10;1281.47;-58.93;3032.728731;151;2.44E+09;1.28E+04
23-08-10;2331.91;635.05;3143.798731;17;1.69E+10;2.10E+04
23-08-10;383.57;1060.28;2742.078731;771;2.71E+09;3.11E+04
23-08-10;1244.44;833.3;2806.748731;12;5.55E+09;2.76E+04
23-08-10;1288.77;716.2;2791.608731;21;8.90E+09;2.76E+04
23-08-10;1294.19;682.23;2735.338731;9;1.85E+09;2.50E+04
23-08-10;1645.81;2.82;2378.108731;215;9.24E+08;1.57E+04
24-08-10;1211.52;792.26;2763.438731;13;4.56E+09;1.08E+04
24-08-10;496.51;2745.68;1553.088731;200;8.12E+08;2.92E+04
24-08-10;1291.52;10.32;2589.278731;12;2.69E+09;1.67E+04
24-08-10;1237.98;-70.47;2577.068731;11;2.31E+09;3.22E+04
24-08-10;2035.13;543.87;3007.668731;20;1.32E+11;2.85E+04
24-08-10;1749.61;729.65;3112.568731;21;5.03E+09;1.44E+04
24-08-10;1338.05;1434.69;3805.118731;27;4.80E+08;1.39E+04
24-08-10;2064.33;-365.98;2883.328731;217;6.64E+08;1.47E+04
24-08-10;1179.97;622.9;2681.898731;11;1.08E+10;1.97E+05
24-08-10;1332.94;795.49;2809.528731;15;1.11E+09;1.18E+04
24-08-10;1352.87;822.87;2942.518731;9;1.60E+10;1.86E+04
24-08-10;1347.23;813.22;2874.178731;14;9.94E+08;2.12E+04
24-08-10;1232.76;737.29;2699.938731;10;8.08E+08;2.47E+04
24-08-10;1188.25;671.94;2692.488731;6;7.26E+09;3.20E+04
24-08-10;1983.27;-1158.93;3113.338731;78;9.21E+08;1.05E+04
24-08-10;-1137.12;-3298;2080.808731;500;8.78E+08;2.79E+04
24-08-10;777.51;144.12;4385.048731;218;3.18E+09;8.23E+04
24-08-10;1223.01;732.34;2852.868731;16;5.92E+09;1.47E+04
24-08-10;2317.22;2061.62;2126.698731;516;5.55E+08;3.09E+04
24-08-10;-1115.1;-654.35;3135.408731;248;6.59E+09;2.05E+04
24-08-10;1920.49;1394.15;2353.738731;69;3.35E+09;2.28E+04
24-08-10;1962.94;509.05;2939.408731;9;8.77E+10;1.70E+04
24-08-10;1985.42;526.83;3059.148731;11;5.86E+10;1.19E+04
24-08-10;1501.33;-419.74;2748.628731;178;4.61E+08;5.32E+04
24-08-10;3510.22;1897.72;2322.288731;416;1.46E+09;5.17E+05
24-08-10;1274.99;-1117.65;3233.518731;151;5.30E+09;2.34E+04
24-08-10;1265.37;794.35;2816.468731;10;1.07E+10;2.00E+04
24-08-10;-74.66;-123.07;5034.278731;306;4.44E+09;4.02E+04
24-08-10;691.65;821.85;2458.458731;14;4.58E+09;1.73E+04
24-08-10;1380.43;-486.4;2619.608731;12;6.69E+09;2.35E+04
24-08-10;1364.72;-472.62;2696.658731;10;5.35E+09;2.79E+04
24-08-10;-535.01;1893.22;4362.538731;55;4.16E+08;2.12E+04
24-08-10;366.54;1104.74;2585.128731;10;2.35E+09;1.91E+05
24-08-10;388.84;1066.18;2665.558731;13;2.09E+09;1.21E+04
24-08-10;-1065.51;2556.89;2057.378731;369;6.16E+08;1.47E+04
24-08-10;1121.44;749.17;2580.318731;11;1.41E+09;1.26E+04
25-08-10;1246.66;728.88;2738.088731;11;1.01E+09;1.70E+04
25-08-10;1213.49;137.23;2583.818731;14;5.37E+09;2.14E+04
25-08-10;1315.57;-5.11;2566.048731;14;2.70E+09;4.21E+04
25-08-10;1313.99;-12.13;2575.198731;12;1.42E+09;2.69E+04
25-08-10;-252.34;-2313.69;4572.438731;105;7.64E+08;2.46E+04
25-08-10;1956.94;540.23;3061.528731;15;2.92E+10;1.17E+04
25-08-10;308.23;-816.1;2717.198731;181;5.46E+08;2.16E+04
25-08-10;1277.93;756.67;2781.978731;13;4.32E+09;1.29E+04
25-08-10;1229.67;699.21;2653.908731;13;2.28E+09;1.02E+04
25-08-10;634.33;-577.21;3008.218731;159;3.02E+08;2.30E+04
25-08-10;2030.48;554.31;3168.238731;11;3.16E+10;1.14E+04
25-08-10;2108.99;550.75;2941.628731;23;8.08E+10;6.47E+04
25-08-10;1287.37;780.22;2928.408731;17;2.17E+10;3.29E+04
25-08-10;1312.94;758.78;2808.598731;18;6.41E+09;3.75E+04
25-08-10;1241.02;834.32;2785.898731;11;7.23E+09;3.95E+04
25-08-10;1233.38;742.73;2742.158731;9;1.00E+11;7.01E+05
25-08-10;1203.01;799.43;2800.568731;14;4.19E+09;1.71E+04
25-08-10;2734.58;110.26;3605.348731;167;1.69E+09;3.18E+04
25-08-10;-1857.2;-3324.8;3133.278731;549;4.67E+09;8.44E+04
25-08-10;1239.73;764.95;2781.168731;12;1.05E+10;4.66E+04
25-08-10;1357.85;-145.14;3351.608731;58;3.05E+08;1.82E+04
25-08-10;1987.19;106.05;2973.118731;14;7.38E+11;2.68E+05
25-08-10;1269.01;712.87;2742.718731;10;9.02E+09;5.82E+04
25-08-10;871.38;-273.39;4114.108731;22;1.72E+09;1.53E+04
25-08-10;2119.06;723.19;3088.958731;21;1.78E+11;2.40E+04
25-08-10;677.58;704.39;3769.368731;103;3.44E+09;1.77E+04
25-08-10;4389.12;1216.7;2207.078731;376;2.12E+09;2.44E+04
25-08-10;309.96;-121.24;1882.108731;22;5.56E+08;1.08E+04
25-08-10;-844.76;-1254.96;2297.048731;45;1.35E+09;2.99E+04
25-08-10;1976.01;683.66;2380.178731;6;1.03E+10;1.03E+04
25-08-10;510.27;-382.73;2901.588731;215;2.20E+09;1.19E+04
25-08-10;1287.58;789.43;2897.578731;15;4.87E+09;1.87E+04
25-08-10;1076.18;670.45;2630.918731;7;1.11E+10;5.25E+04
25-08-10;1110.85;763.71;2507.838731;16;7.57E+09;1.22E+04
25-08-10;1187.93;772.34;2702.048731;10;6.90E+09;1.00E+05
25-08-10;-247.74;234.95;2871.768731;61;9.84E+08;2.01E+04
26-08-10;1079.17;656.49;2599.788731;13;2.65E+09;1.91E+04
26-08-10;2096.58;-106.97;1639.248731;133;2.36E+08;4.90E+04
26-08-10;1131.95;760.45;2594.338731;13;8.40E+08;2.63E+04
26-08-10;2098.26;525.15;2874.008731;18;8.63E+10;2.65E+04
26-08-10;-2244.21;1505.61;4028.038731;286;9.92E+08;1.15E+04
26-08-10;1314.02;744.71;2855.778731;13;6.43E+09;1.66E+04
26-08-10;1362.96;719.07;2928.828731;17;9.51E+08;1.02E+04
26-08-10;1189.49;819.98;2751.558731;13;7.63E+09;6.63E+04
26-08-10;404.25;1092.1;2615.318731;11;1.25E+10;3.10E+05
26-08-10;413.05;1072.21;2611.908731;14;1.89E+09;1.77E+04
26-08-10;400.06;1068.55;2667.698731;16;1.53E+09;1.10E+04
26-08-10;421.07;1070.56;2647.558731;17;1.76E+09;2.85E+04
26-08-10;410.87;1063.08;2634.868731;15;2.10E+09;4.93E+04
26-08-10;413.19;1087.61;2589.568731;10;4.42E+09;8.02E+04
26-08-10;2342.5;-1772.48;2890.918731;800;8.50E+08;1.12E+04
26-08-10;1364.34;861.78;3022.888731;15;2.37E+10;1.32E+04
26-08-10;1652.77;60.97;3502.448731;73;8.47E+08;2.88E+04
26-08-10;2065.44;510.18;2995.108731;11;3.13E+09;1.23E+04
26-08-10;1295.47;789.6;2888.248731;13;1.17E+09;1.05E+04
26-08-10;862.97;-478.87;2712.998731;12;2.42E+10;6.52E+04
26-08-10;850.18;-776.15;3054.038731;35;1.29E+11;3.25E+05
26-08-10;1355.1;739.38;2894.808731;12;4.37E+09;1.85E+04
26-08-10;1188.02;736.53;2629.798731;5;2.18E+10;1.48E+05
26-08-10;1157.03;699.99;2689.588731;5;4.93E+09;1.73E+04
26-08-10;1155.04;666.89;2661.778731;3;2.78E+10;2.24E+05
26-08-10;1197.58;722.22;2703.518731;7;6.00E+09;1.42E+04
26-08-10;1106.18;650.42;2680.928731;5;8.63E+09;1.97E+04
26-08-10;1199.39;765.28;2634.388731;4;8.95E+09;4.00E+04
26-08-10;2082.37;546.71;2404.288731;197;3.06E+09;1.27E+04
26-08-10;2134.39;563.78;2843.678731;12;5.20E+10;1.10E+04
26-08-10;546.33;2870.86;2815.948731;148;4.40E+09;2.74E+04
26-08-10;40.6;-160.59;2934.818731;190;6.53E+08;2.09E+04
26-08-10;1255.35;791.69;2750.058731;7;1.04E+10;4.29E+04
26-08-10;1365.17;-472.44;2748.178731;210;9.95E+07;1.15E+04
26-08-10;460.1;111.61;4313.208731;73;2.01E+09;1.52E+04
26-08-10;1268.55;-432.9;4320.498731;66;4.04E+08;1.01E+04
26-08-10;997.26;-623.73;2927.548731;210;3.97E+09;2.08E+04
26-08-10;1783.62;-521.82;4103.318731;41;1.98E+09;8.74E+04
26-08-10;486.8;-345.05;2847.768731;229;5.35E+08;3.23E+04
26-08-10;1258.72;797.86;2899.538731;16;2.73E+09;1.94E+04
26-08-10;1484.73;2921.25;3406.918731;490;5.15E+09;2.15E+06
26-08-10;237.1;1045.41;3034.118731;111;3.26E+09;2.10E+04
26-08-10;1326.05;762.41;2809.378731;9;2.50E+09;2.53E+04
27-08-10;-1085.12;1020.78;2600.458731;92;6.38E+08;1.52E+04
27-08-10;1133.85;-1181.02;4414.528731;56;4.52E+08;7.62E+05
27-08-10;1352.03;821.39;2914.778731;10;5.79E+09;1.24E+04
27-08-10;1244.82;802.09;2790.858731;14;5.26E+10;1.53E+05
27-08-10;1884.61;2450.64;3372.498731;470;5.36E+08;9.20E+04
27-08-10;1283.53;783.07;2822.608731;19;4.66E+09;1.08E+04
27-08-10;3332.47;3731.56;1956.308731;1324;7.59E+08;5.45E+04
27-08-10;1250.16;3886.67;3136.438731;1098;7.79E+08;1.88E+04
27-08-10;1066.33;648.16;2842.008731;44;5.20E+11;5.47E+05
27-08-10;1281.03;843.32;2782.358731;12;4.47E+09;6.02E+04
27-08-10;1157.13;763.21;2662.818731;16;6.17E+09;1.23E+04
27-08-10;1109.83;761.5;2548.078731;12;6.90E+09;1.66E+04
27-08-10;1190.75;632.88;2675.998731;15;6.40E+09;3.12E+04
27-08-10;839.52;-550.96;2568.308731;9;1.60E+09;2.03E+04
27-08-10;802.85;-516.55;2491.588731;10;2.68E+09;3.47E+05
27-08-10;2056.59;564.61;3175.918731;15;2.38E+10;1.39E+04
27-08-10;2749.4;-1693.65;1510.108731;386;4.92E+08;2.33E+05
27-08-10;2211.49;555.3;2863.428731;23;2.83E+10;2.45E+04
27-08-10;1990.51;597.41;3632.788731;26;2.33E+11;4.15E+04
27-08-10;3306.32;270.3;2251.268731;1264;5.91E+08;5.04E+04
27-08-10;3903.56;25.46;2684.428731;563;4.62E+08;5.75E+05
27-08-10;1462.85;598.53;2769.128731;9;8.64E+09;2.01E+04
